id,title
60,《安全生产法》规定，事故调查处理应当按照科学严谨、依法依规、实事求是、注重实效的原则，及时、准确地查清( )，查明事故性质和责任。
61,《安全生产法》是我国众多的安全生产法律、行政法规中唯一设定( )的法律。
62,坚持源头防范，要构建风险分级管控和( )双重预防工作机制。
64,《生产安全事故应急条例》于( )施行。
65,气焊施工现场的乙炔瓶与火源的距离不得少于( )。
66,安全带是进行高处作业人员预防坠落伤亡的个体防护用品，其正确使用方法是( )。
67,根据《安全生产法》的规定，因生产安全事故受到损害的从业人员，关于享有工伤保险和提起民事赔偿的说法，正确的是( )。
68,在有爆炸性粉尘的作业场所进行检维修作业，( )。
69,生产经营单位应当针对本单位可能发生的生产安全事故的特点和危害，进行风险辨识和评估，制定相应的生产安全事故应急救援预案，并向( )公布。
70,用人单位应当设置或者指定职业卫生管理机构或者组织，配备专职或者兼职的( )，负责本单位的职业病防治工作。
73,"依据《安全生产法》的规定,企业发生生产安全事故后，事故现场有关人员应当立即报告( )。"
74,安全评价按照实施阶段的不同分为三类：( )、安全验收评价、安全现状评价。
75,依据《安全生产法》的规定，任何单位和个人对事故隐患或者安全生产违法行为，均有权向( )报告或者举报。
77,安全生产教育和培训的时间按照国家和上海市有关规定执行，费用的承担机构是( )。
79,依据《安全生产法》的规定，( )是安全生产的主体。
81,《安全生产法》体现了( )的理念，在赋予各种法律主体必要权利的同时设定其应尽的义务。
83,事故发生单位负责人接到事故报告后，应当立即启动事故相应( )，或者采取有效措施，组织抢救，防止事故扩大，减少人员伤亡和财产损失。
85,生产经营单位发生重大生产安全事故时，( )应当立即组织抢救，并不得在事故调查处理期间擅离职守。
88,本单位事故隐患排查治理的第一责任人是( )。
89,在施工现场，高处作业工作面的边沿没有围护设施或虽有围护设施，但其高度低于( )mm时，在这样的工作面上作业统称临边作业。
91,气瓶的瓶体有肉眼可见的突起(鼓包)缺陷的，应( )
92,依据《安全生产法》，全面负责领导安全生产工作，在生产安全事故的应急救援工作中处于组织领导核心地位的是( )。
95,干粉灭火器扑救可燃、易燃液体火灾时，应对准( )扫射？
99,生产经营单位对重大危险源应当( )，进行定期检测、评估、监控，并制定应急预案，告知从业人员和相关人员在紧急情况下应当采取的应急措施。
100,安全生产领域“打非治违”专项行动要求，企业主要负责人要切实负起 安全生产第一责任人的责任，认真组织开展自查自纠，针对存在的问题， 做到“五落实”，包括( )。
101,各级工会依法组织从业人员参加本单位安全生产工作的( )。
103,《生产安全事故报告和调查处理条例》所称“瞒报”，是指( )。
104,下列( )不属于生产经营单位的安全生产规定。
106,生产经营单位未取得安全生产许可证擅自进行生产的，相关部门应当 责令其停止生产，没收违法所得，并处( )万元以上 50 万元以下的罚款；造成重大事故或者其他严重后果，构成犯罪的，依法追究刑事责任。
109,有限空间作业应当严格遵守( )的原则。
110,存在职业危害的生产经营单位应当依法建立( )，包括职业危害的防治责任、告知、申报、宣传教育、防护设施维护检修、日常监测、从业人员体检以及职业健康监护档案管理等内容。
111,根据基地《长兴分公司危险化学品管理规定》(修订)，危险化学品码头在进行危险化学品装卸作业时，码头周围( )范围内严禁明火作业。
112,下列关于静电的危害形式和事故后果的说法中正确的是( )。
113,灭火器压力表用红、黄、绿三色表示压力情况，当指针指在黄色区域表示压力( )。
114,火灾疏散与逃生的基本原则是( )。
116,生产经营单位出租厂房、场所给其他单位从事生产经营活动的，租赁双方应当签订安全生产管理协议，明确双方对出租厂房、场所的( )。
117,购买特种劳动防护用品时，应当查验产品质量合格证明、产品生产许可证和____，并建立采购档案( )。
118,职业病的分类和目录由国务院卫生行政部门会同国务院安全生产监督管理部门、劳动保障行政部门制定、调整并公布。目前我国职业病共分10大类( )种。
119,以下不属于禁止行为的是( )。
121,易燃易爆场所不能穿( )
123,用人单位的主要负责人和职业卫生管理人员应当接受( )培训，遵守职业病防治法律、法规，依法组织本单位的职业病防治工作。
125,用人单位工作场所存在职业病目录所列职业病的危害因素的，应当及时、如实向所在地安全生产监督管理部门( )危害项目，接受监督。
126,职业病危害，是指对从事职业活动的劳动者可能导致职业病的各种危害。职业病危害因素包括：职业活动中存在的各种有害的( )因素以及在作业过程中产生的其他职业有害因素。
127,生产经营单位应当教育和督促从业人员严格执行本单位的安全生产规章制度和( )。
128,新建、扩建、改建建设项目和技术改造技术引进项目(以下统称建设项目)可能产生职业病危害的，建设单位在可行性论证阶段应当向安全生产监督管理部门提交( )。
130,安全生产工作中，在委以责任的同时必须授以自主完成任务所必需的权利，使职权和责任保持一致，才能保证工作正常地进行，这属于( )。
131,安全管理部门的每一个职务都由一定的人员来担任，组织设计必须确保每项具体的工作内容都落实到相应职位，即事事有人做，人人有其责。这属于( )。
132,"化工厂工人甲发现车间内存在重大事故隐患．立即向班长汇报，班长随即向车间主任报告。根据《安全生产法》 的有关规定,负责督促/检查及时消除该事故隐患的责任人是( )。"
135,安全操作规程的制定，其内容条目的先后顺序力求与操作顺序( )。
136,向用人单位提供可能产生职业病危害的设备的，应当提供( )，并在设备的醒目位置设置警示标识和中文警示说明。警示说明应当载明设备性能、可能产生的职业病危害、安全操作和维护注意事项、职业病防护以及应急救治措施等内容。
137,下列( )不属于事故预防与控制的手段。
139,安全意识教育、安全生产方针政策教育属于( )。
140,用人单位应当为劳动者建立( )档案，并按照规定的期限妥善保存。
141,劳动者离开用人单位时，有权索取( )，用人单位应当如实、无偿提供，并在所提供的复印件上签章。
142,( )安全培训方式具有科学性、思想性、计划性、系统性和逻辑性的特点，用以丰富安全知识，提高对安全生产的重视程度。
143,安全培训方式，它以精练的语言、醒目的方式，展现安全生产的优越性或对有关安全的特殊问题提供信息，予以劝告或指导。
145,未取得职业卫生技术服务资质认可擅自从事职业卫生技术服务的，或者医疗卫生机构未经批准擅自从事职业健康检查、职业病诊断的，由安全生产监督管理部门和卫生行政部门依据职责分工责令立即停止违法行为，没收违法所得；违法所得五千元以上的，并处违法所得( )以下的罚款。
146,安全文化的核心是( )。
147,用人单位和医疗卫生机构未按照规定报告职业病、疑似职业病的，由有关主管部门依据职责分工责令限期改正，给予警告，可以并处一万元以下的罚款；弄虚作假的，并处( )以下的罚款；对直接负责的主管人员和其他直接责任人员，可以依法给予降级或者撤职的处分。
149,医疗卫生机构承担职业病诊断，应当经省、自治区、直辖市人民政府( )批准。省、自治区、直辖市人民政府卫生行政部门应当向社会公布本行政区域内承担职业病诊断的医疗卫生机构的名单。
150,焊接时产生的有害粉尘和有毒气体进入人体的主要途径是( )。
151,《用人单位职业健康监护监督管理办法》规定，用人单位应当选择由( )级以上人民政府卫生行政部门批准的医疗卫生机构承担职业健康检查工作。
152,因过失对应当上报的事故或者事故发生的时间、地点、类别、伤亡人数、直接经济损失等内容而未报的，属于( )。
153,安全监管部门应当按照《职业病防治法》的规定，及时提供日常监督检查信息，督促用人单位提供职业病诊断鉴定有关资料；根据相关部门机构的申请，组织现场调查，及时反馈调查结果资料；若劳动者对用人单位提供的工作场所职业病危害因素检测结果等资料有异议，在( )内对异议作出判定；若劳动者的用人单位解散、破产，无用人单位提供工作场所职业病危害因素检测结果等资料，在30日内对工作场所职业病危害因素情况作出判定。
155,由机械、物质或环境的不安全状态而导致事故发生的，属于( )。
157,对潜在事故、可能的次生与衍生事故进行分析并说明所采取的预防和控制事故的措施属于应急预案的( )方面内容。
158,说明事故现场应急行动结束后所需采取的清除和恢复行动属于应急预案的( )方面内容。
159,用人单位应当为劳动者建立职业健康监护档案，并按照规定的期限妥善保存。职业健康监护档案应当包括劳动者的职业史、职业病危害接触史、职业健康检查结果和职业病诊疗等有关( )资料。
163,若最后用人单位能够证明劳动者的职业病是前一用人单位所致，则其医疗、生活保障费用等由( )承担支付义务。
167,向用人单位提供可能产生职业病危害的设备的，应当提供中文说明书， 并在设备的醒目位置设置( )和中文警示说明。
171,安全生产( )的实行，就是为了使组织中所有人都对安全工作建立责任感。
173,依据中华人民共和国环境保护法的规定，( )都有保护环境的义务，并有权对污染和破坏环境的单位和个人进行检举和控告。
174,工会的权利不是行政权、不是司法权，而是民主意义上、社会意义上法定的________和________。( )。
175,危险废物是指列入国家危险废物名录或根据国家规定的危险废物鉴别标准和鉴别方法认定的具有危险特性的废物。创建国家环保模范城市考核的危险废物主要是指工业危险废物和( )。
182,工业三废是指( )。
185,事故预防原理就是在安全生产管理工作应做到预防为主，通过有效的管理和技术手段，减少和防止( )和( )，从而使事故发生的概率降到最低。
186,用人单位工作场所存在职业病目录所列职业病的危害因素的，应当及时、如实向所在地安全生产监督管理部门( )危害项目，接受监督。
187,《安全生产法》规定，生产经营单位应当在较大危险因素的生产经营场所和有关设施、设备上，设置明显的( )什么。
191,机动车在高速公路上发生故障时，应当在故障车来车方向( )米以外设置警告标志。
194,伤员较大动脉出血时，可采用指压止血法，用拇指压住伤口的( )动脉，阻断动脉运动，达到快速止血的目的。
195,造成温室效应的气体主要有：氯氟烃、臭氧等气体等，被称为“温室气体”，其中不包括( )
196,成人口对口人工呼吸每分钟应为( )次。
197,"土壤污染通常为三种,废气,废水,废渣其中( )对土壤污染最大"
199,"从业人员经过安全教育培训,了解岗位操作规程,但未遵守而造成事故的,行为人应负( )责任"
200,教育和培训按等级、层次和工作性质分别进行，管理人员的重点是 ( )
201,环境监测的对象有：( )
202,根据基地明火作业管理规定，明火作业时氧、乙炔气瓶之间间距至少为( )米。
205,"头部发生创伤的人员, 在接受医生检查前, 采取下列急救措施中， ( ) 是不正确的。"
208,使用二氧化碳灭火器时，人应站在 ( )。
210,《女职工保护特别规定》规定，禁止安排女职工从事矿山井下、国家规定的第( )级体力劳动强度的劳动和其他禁忌从事的劳动。
212,《安全色》标准中，表示指令、必须遵守的颜色为( )。
213,皮带传动的危险部位主要包括( )。
214,遇到高楼发生火灾，下列处理措施中正确的是( )
216,危险物品的生产、经营、储存单位以及矿山、金属冶炼、建筑施工、道路运输单位的主要负责人和安全生产管理人员，应当由( )对其安全生产知识和管理能力考核合格。
218,生产经营单位对承包单位、承租单位的安全生产工作统一协调、管理，( )进行安全检查，发现安全问题的，应当及时督促整改。
219,健全落实安全生产责任体系，要细化各级党委、政府领导岗位安全生产职责，明确( )是本地区安全生产第一责任人。
220,落实安全生产绩效考核，加大安全生产考核力度，严格实行 ( )
222,参加工伤保险应由( )缴费。
224,安全生产的责任主体是( )。
225,隐患排查治理信息档案应当保存( )年以上。
228,《消防法》规定，进行( )等具有火灾危险作业和自动消防系统的操作人员，必须持证上岗，并遵守消防安全规程。
230,受《工伤保险条例》保护的职工是指( )。
231,用人单位对于刻意职业病人应当及时安排进行诊断，在此期间或医学观察期间( )劳动合同。
234,新《环境保护法》是2014年( )第十二届全国人大常委会第八次会议通过，实施日期为( )。
236,对因提供虚假证明遭到处罚的机构，依法( )其相应资质。
238,机械加工厂房内的噪声很大，很容易对作业者听力造成损害。为降低噪声危害，企业应优先选用的措施是(　)。
240,交通信号灯绿灯亮时：( )。
241,机动车行驶中，乘坐机动车正确的做法是：( )。
242,遇有交通信号灯、交通标志或交通标线与交通警察的指挥不一致时： ( )。
244,安全带使用( )年后应检查一次。
246,生产经营单位应对从业人员进行劳动防护用品相关知道的教育培训，使从业人员做到“三会”。 “三会”是指( )。
248,下列哪种人员不属于特种作业或特种设备操作人员。
250,使用叉车时，如运输的大型货物挡住驾驶员视线时，应( )。
251,未满( )周岁的学生不驾驶电动自行车。
252,生产安全事故应急工作涉及两个以上行政区域的，由有关行政区域( )负责。
253,在未设停放地点的，非机动车的停放( )。
254,三轮车、人力车载物，高度从地面起不得超过( )米。
258,A15 公里
260,C30 公里
262,《中华人民共和国道路交通安全法》中所称的“道路”是指：( )。
265,申请小型汽车、小型自动档汽车准驾车型机动车驾驶证的人，年龄应在( )周岁以上，70 周岁以下。
266,遇有骑自行车人超越行驶或互相追赶时，精神过分集中，易失去身体 平衡，以致横滑摔倒或与其它车辆想碰撞，须与其( )，避免并行，以免 发生事故。
267,夏天，驾驶车辆时，驾驶人应该：( )。
268,摩托车后坐不得乘坐未满( )周岁的未成年人。
270,机动车通过没有信号控制的人行横道时：( )。
271,非机动车因受阻不能正常行驶时，在受阻路段驶入机动车道行驶，机动车正确的操作是：( )。
272,车辆行经人行横道：( )。
275,公安机关核发临时行驶车号牌，不得超过( )次。
276,每张临时行驶车牌号的有效期限不得超过( )日。
278,新《上海市道路交通管理条例》将于2017年( )起施行
280,机动车应当从注册登记之日起，按照下列期限进行安全技术检验，下列哪项表述是错误的( )。
282,焊接时产生的有害粉尘和有毒气体进入人体的主要途径是( )。
283,重大危险源是指长期或临时生产、搬运、使用或者贮存危险物品，且危险物品的数量等于或者超过( )的单元。
288,起重作业过程中不准斜拉、斜吊，中午启动上升时应缓慢动作，不得突然起吊形成( )。
289,以下对报警电话描述不正确的是( )。
291,"公安消防队扑救火灾, ( )向发生火灾的单位、个人收取费用。"
292,电弧焊接时，为防止火灾爆炸事故。焊接处(　)内不得有可燃物、易燃物。
293,安全生产资金要纳入( )和( )。
296,由机械、物质或环境的不安全状态而导致事故发生的，属于( )。
297,心理活动属于导致事故发生的( )。
298,环境温度属于导致事故发生的( )。
299,个体劳动保护及保健费用( )属于安全投资。
300,培养和加强安全理智感是克服违章( )的有效手段。。
301,"发现燃气泄漏,要速关阀门,打开门窗,不能( )。"
303,安全效益具有下列( )特性。
305,拆除建筑物，应当按( )顺序进行。
307,( )必须分间、分库储存。
310,第一类危险源是指系统中存在的、可能发生意外释放的( )。
311,"在库房内( )放置电视机,收看电视节目。"
312,作业场所职业危害的( )取决于企业职业危害防治管理效能。
313,架空线路的下方( )堆放物品。
315,开展应急演练过程可划分为演练准备、( )和演练总结三个阶段。
316,以下属于职业危害物理因素的有毒有害物质是( )。
317,"《消防法》规定,举办大型集会、焰火晚会、灯会等群众性活动,具有火 灾危险的,主办单位应当制定( ),落实消防安全措施,并向公安消防机构 申报,经公安消防机构对活动现场进行消防安全检查合格后,方可举办。"
319,公众聚集场所在营业期间的防火巡查应当至少多长时间一次：( )。
323,为抢救受伤者需要移动现场某些物品时，必须做好( )。
325,燃烧是一种放热发光的( )反应。
326,在可燃气体中加入惰性气体会使气体的爆炸范围( )。
327,采取适当的措施，使燃烧因缺乏或隔绝氧气而熄灭，这种方法称作( )。
329,下列不属于事故报告必须包含的内容是( )。
332,班组长、安全员及带班师傅对新进人员进行的“传、帮、带”属于( )。
333,公安消防人员在灭火过程中，应当( )。
334,增强生产经营单位从业人员安全意识可以通过( )。
337,凡高度在( )m之内的传动部件、转轴、联轴节、飞轮、电锯等危险零部件及其危险部位，都必须设置防护装置。
338,生产经营单位必须对安全设备进行经常性维护、保养，并( )检测，保证正产运转。
340,《建设工程安全生产管理条例》第二十五条规定，特种作业人员必须经专门的安全作业培训，并取得特种作业(　 )证书．方可上岗作业。
342,车祸发生后会有外伤出血的现象，( )血管是最重要的部分，最好先检查。
343,火灾使人致命的最主要的原因是：( )
344,作业人员进入新的岗位或者新的施工现场前，应当经过(　)，未经教育培训或者教育培训考核不合格的人员，不得上岗作业。
346,生产经营单位的主要负责人在本单位发生重大伤亡事故后逃匿的，由谁处十五日以下拘留。( )
351,下列( )不属于生产经营单位的安全生产规定。
352,使用梯子登高作业，梯子不得缺档，不得垫高使用，如需接长使用，应有可靠的连接措施，且接头不得超过一处。梯子横档( )间距以为宜。使用时上端要固定牢固，下端应有防滑措施。
354,发现人员触电，应采取哪种方法使之脱离电源　(　)。
358,机动车行驶中，遇什么情况下不得超车？( )
360,以下人中应当经建设行政主管部门或者其他有关部门考核合格后方可任职(　)
364,重大事故的应急管理一般分为( )、准备、响应和恢复四个阶段。
367,输油站的生产区与办公区、生活区应有明显的分界标志，并设有“严禁烟火”等醒目的防火标志，同时要求( )。
368,在室外遇到雷雨时，下列哪种做法不容易出现危险？( )
369,搬运脊椎骨折病人严禁使用软担架的原因是( )。
376,发现火灾发生，最重要的是什么，这样才能及时扑救。( )
378,下面人员中，(　)需要接受安全培训。
380,下列使用安全帽的做法，那种不正确？( )
382,车间内的明、暗插座距地面的高度一般不低于( )多少米？
386,一旦发生火灾员工应沉着冷静，面对发生火灾时要坚持遵循“先控制后消灭，救人重于救火，先重点后一般”和( )的原则。
387,对受伤人员进行急救的第一步应该是( )。
388,应急发电期间，至少留有( )名技术人员值守。
389,当遇有( )以上大风时应停止脚手架搭设与拆除作业。
392,保险丝应使用哪种金属材料( )。
399,如果发生( )，应使患者迅速离开高温作业环境，至通风良好的阴凉处安静休息，给予含盐清凉饮料，必要时给予葡萄糖生理盐水静脉滴注。
401,凡在( )以上悬空作业人员必须系好安全带，若悬空作业点没有挂安全带的条件时，施工负责人应设置安全拉绳或安全栏杆等。
403,灯具安装高度：室内一般不低于2.5m；室外不低于3m。一般办公室、住房等220V灯具安装高度应为( )m。
404,施工单位在自行采购特种防护用品时，应向经销商索取有效的“三证一票”，以备监理单位审查。“三证一票”是指( )。
405,特殊脚手桨和高度在(　)米以上的高大脚手架，必须有设计方案。
406,安装外墙门、窗、空调机，作业人员一定要先行系好安全带，将保险钩挂在( )上，并设专人加以监护，以防脱钩酿成事故。
407,施工单位主要负责人，依法对本单位的安全生产(　)负责
408,以下哪种症状为先兆中暑？( )
410,甲类危险物品仓库与其他建筑物的防火间距不应小于( )m。
411,停电检修时，在一经合闸即可送电到工作地点的开关或刀闸的操作把手上，应悬挂如下哪种标示牌？( )
413,机床上的低压照明灯，其电压不应超过( )V。
415,在设计、制造、安装、调整、使用、查找故障和维修、拆卸及处理这些机器产品的寿命周期各环节中，决定机器产品安全性的最关键环节是( )环节。
417,对于工伤事故中停止呼吸和心跳的伤员，在( )内抢救成功率极高。
418,进行设备安装前施工的工具必须进行( )，如缠绕绝缘胶布。
419,以下( )出血最具危险性，如不及时处理将造成生命危险。
420,生产经营单位的特种作业人员必须按照国家有关规定经专门的安全作业培训，取得特种作业操作( )，方可上岗作业。
421,使用灭火器扑救火灾时要对准火焰( )喷射。
423,头部发生创伤的人员，在接受医生检查前，采取下列急救措施中，( )是不正确的。
425,用来表达特定的安全信息含义的标志，称为安全标志。安全标志由安全色、几何图形和图形符号三部分组成。安全标志分为禁止标志、警告标志、指令标志、提示标志。( )的基本型式是正三角形边杠，图像是黑色，背景是黄色。
426,机房严禁使用碘钨灯等高热灯具，灯具的安全距离应大于( )米；灯线的连接要采用固定的分路连接器。
427,为防止电焊弧光伤害眼睛，应采取的防护方式是使用方法(　)。
429,三线电缆中的红色线是( )。
430,油锅着火，最简单的扑救方法是( )。
431,在室外遇到雷雨时，下面哪种做法不容易出现危险？( )
432,建设工程施工前，施工单位负责项目管理的技术人员应当对有关安全施工的技术要求向施工作业班组、作业人员做出详细说明，并由双方( )。
433,使用炉灶点火时，必须遵循( )的程序。
436,触电者脱离电源后，如果心脏已停止跳动，应如何处理？( )。
439,酒精火灾，不能用( )进行扑救。
441,在楼房内装机引线时，(　)引线，以防与电力线相触造成人身事故。
442,剧毒化学品在公路运输途中发生被盗、泄漏等情况时，承运人及押运人员必须立即向当地( )报告。
443,发生人身触电事故，在进行救护时，首先应采取什么措施　(　)。
444,特种作业人员必须是初中以上文化程度，具备相应工种的安全技术知识，参加国家规定的( )考核并成绩合格；
445,职业卫生概念不包括以下哪项。
446,安全带是进行高处作业人员预防坠落伤亡的个体防护用品，安全带的正确使用方法是( )。
448,以下属于职业危害生物因素的有毒物质是(　)
450,铣床工作的不安全因素主要是高速旋转的( )。
451,“必须戴防毒口罩”属于安全标志中的( )。
452,静电电压最高可达( )，可现场放电，产生静电火花，引起火灾。
453,如果工作场所潮湿，为避免触电，使用手持电动工具的人应( )
456,下面对登高作业的叙述不正确的是：( )
457,严重创伤出血的救治有哪几种止血方法？( )
458,发现人员触电，首先应采取的措施是( )。
459,发现先兆中暑的情况，应当怎样救治？( )
461,存在职业病危害的用人单位，应当委托具有相应资质的职业卫生技术服务机构，每年至少进行职业病危害因素检测的次数是( )次。
463,设备开箱作业时，以下那些操作错误(　)。
464,白炽灯、高压汞灯与可燃物、可燃结构之间的距离不应小于( )cm。
465,死亡多少人以上的火灾应定位为特大火灾？( )
470,很多固体和不挥发性液体，受热后先分解产生可燃气体，再与氧气发生氧化反应而燃烧，这种燃烧称( )。
472,气瓶的瓶体有肉眼可见的突起(鼓包)缺陷的，应( )。
473,根据《建筑工程安全生产管理条例》，建设工程实行总承包的，(　)对施工现场的安全生产负总责。
475,重一点的烫伤应立即用冷水冲洗不少于( )分钟。
479,施工单位对工程施工中出现的质量事故应按要求及时、如实上报和认真处理，并在施工过程中执行通信建设工程( )。
481,对办公室的布置应以有效、方便、( )为原则。
482,使用的电气设备按有关安全规程，其外壳应有什么防护措施？( )
484,手用工具不应放在工作台边缘是因为( )。
486,在带电设备周围严禁使用( )、皮卷尺、线尺等导电体进行测量工作。
487,检修高压电动机时。下列哪种行为错误？( )
489,点火延迟时间的对数与物质的自燃点成( )。
491,配电盘(箱)、开关、变压器等各种电气设备附近不得( )。
492,下列( )爆炸前后物质的组成和性质都发生了变化
496,施工现场必须设置消防车道其宽度不得小于(　)。
497,以下哪些建筑物和构筑物一般容易遭受雷击( )
504,从业人员应认真学习并掌握安全生产方面的的有关知识，认真进行巡回检查，正确分析，判断和处理各种事故隐患和不安全因素，把事故消灭在( )
509,离开特种作业岗位达( )个月以上的特种作业人员，应当重新进行实际操作考核，经确认合格后方可上岗作业。
510,平面交叉口可以设置在( )。
511,民用照明电路电压是以下哪种？( )
512,旅馆、公共娱乐场所、商店、地下人员密集场所未按规定设置( )的，为重大隐患。
514,发现人员触电时，应( )，使之脱离电源。
515,建筑物起火的( )分钟内是灭火的最好时机，超过这个时间，就要设法逃离火灾现场。
517,各种触电都有危险，在以下的通电途径中，从( )的通路为最危险。
519,着火逃生时，如有浓烟，撤离时，应( )，如果没有防毒面罩，可用湿毛巾等紧捂嘴巴，并屏住呼吸，此时不要大声呼叫。
522,负责对安全生产进行现场监督检查的人员是：(　)
524,下列哪种不是正确解救触电者的方式( )。
525,对于消防安全事故的发生应及时拨打( )
528,在35千伏以上电力线下方或附近作业，必须严防与电力线接触。在进行架线、紧线和打拉线等作业，应保证最小空中距离为( )米。
529,从事易燃易爆作业人员应穿( )，以防静电危害。
530,下列紧性中毒处理方法叙述正确的有：( )
531,对于脊柱受伤的伤员，采取下列运送方法中，( )搬运是正确的。
532,国家规定：施工单位应在以下期限内对管理人员和作业人员至少一次安全生产教育培训(　)。
533,电磁辐射对人体的危害主要表现在它对人体神经系统的不良作用，其主要症状是( )。
534,施工现场的电力系统严禁利用大地作( )。
535,消防工作方针是( )。
536,属于你公司责任(或管辖范围)的重大事件、安全事故，项目经理要在发生( )，通过电话将情况如实通报给安全保障部。
537,雷电流引起跨步电压。当人在雷电落地点周围( )米范围内行走时，两只脚之间就会有跨步电压，造成人身触电事故。
539,烟头的表面温度为200～300℃，其中心的温度可达( )，大多数可燃物的燃烧点都低于这个温度。
540,金属梯子不适于以下什么工作场所？( )
542,触电者停止呼吸、心脏不跳动，如果没有其他致命的外伤，应视触电为假死，必须立即在( )进行人工呼吸抢救，即使请医生和送医院途中也不准停止抢救。
543,工程总承包项目的“生产安全事担应急救援预案”应由(　)单位统一组织编制。
544,使用电气设备时，由于维护不及时，当( )进入时，可导致短路事故。
548,劳动防护用品必须具有“三证”，不属于“三证”的是( )。
549,交通报警电话是( )。
550,雷电放电具有( )的特点。
555,当有异物进入眼内，采用以下方法中，( )不正确。
557,从业人员的本生产经营单位内调整工作岗位或离岗( )以上重新上岗时，应当重新接受车间(工段、区、队)和班组级的安全培训。
560,安全生产管理是针对生产过程中的安全问题，进行有关( )等活动。
561,火灾脱身方法中不正确的是( )。
562,机动车在道路上发生故障，需要停车排除故障时，驾驶人应当立即开启( )。
563,对违反安全生产法规的行为，造成重大后果的，要追究法律责任，根据情节轻重分别给予行政纪律处分、经济处罚，直至( )
564,进行上下主体交叉施工时，任何时间、任何场合都不允许( )操作。
566,在高楼，不要试图从窗口跳出去，应该用衣物等打信号，让消防队员知道你的存在。然后尽量贴近( )，因为那里烟气量较少，在没有防毒口罩的情况下用湿布掩住口鼻，等待消防队员救你出去。
570,《安全生产法》立法宗旨是“为了加强( )监督管理，防止和减少生产安全事故，保障人民群众生命和财产安全、促进经济发展”。
571,高空作业的施工人员，应( )。
572,机动车发生交通事故，造成道路、供电、通讯等设施损毁的，驾驶人应当报警等候处理，不得( )。
573,按照《生产安全事故报告和调查处理条例》，下列那一项属于较大事故？( )
575,静电电压最高可达( )V，它可发生现场放电，产生静电火花引发火灾。
579,10千伏以下带电体与人体的安全距离最小是？( )
580,火场逃生遵循什么样原则？( )
582,移动式操作平台面积不能过大，一般不超过10㎡，高度不超过( )m。
587,乘客在乘用自动扶梯或者自动人行道发生摔倒等异常情况时，紧急停止按钮设在该电梯的( )。
588,电气安全主要包括人身安全、( )安全。
589,生产经营单位发生生产安全事故造成人员伤亡、他人财产损失的，应当依法承担赔偿责任；拒不承担或者其负责人逃逸的由(　)依法是强制执行。
590,建筑物起火后( )分钟内是灭火的最好时间。
